Date Time Created,Completed,Job ID,Asset / Position,Lock Off Number,Position 1,Position 2,Position 3,Position,Task,Completion Details,Date : Time Completed,Priority,Work Status,Date Request Converted,Was Request,Lost Operational Time (DD:HH:MM),Response Time(DD:HH:MM)
03/07/2018 09:28,TRUE,41848,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Steam arm manually aligned, however running slow. Please review.","Pallets are being held at the stop between steam test and oil dip this creates regular waiting time, this may be good to resolving firstly before progressing with steam test section adjustment, although insaying that the pick and place does pause before lowering, this may requires checking in the program as to why it happens,  the down speed maybe on the slow side but this has the advantage of helping to protect the pick and place should it come down on top of some thing.

I have adjusted the air regulater for the down speed slightly increesing it.",03/07/2018 11:44,2) Critical,Completed,03/07/2018 11:08,TRUE,000 Days 01 Hrs 14 Mins,000 Days 00 Hrs 00 Mins
19/06/2018 12:47,TRUE,41657,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Steam arm is out of allignment.
",,19/06/2018 14:00,2) Critical,Completed,20/06/2018 07:54,TRUE,000 Days 01 Hrs 13 Mins,000 Days 00 Hrs 43 Mins
19/06/2018 10:17,TRUE,41652,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Steam arm is out of allignment.

",,19/06/2018 11:00,2) Critical,Completed,19/06/2018 11:09,TRUE,000 Days 00 Hrs 43 Mins,000 Days 00 Hrs 13 Mins
07/06/2018 15:45,TRUE,41489,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm has gone out of allignment,,07/06/2018 16:20,2) Critical,Completed,07/06/2018 16:00,TRUE,000 Days 00 Hrs 35 Mins,000 Days 00 Hrs 15 Mins
07/06/2018 10:53,TRUE,41481,ATR001(1015)(A09),steam arm out of line,North,Assembly Hall,TD,"North,Assembly Hall,TD",pick and place out of line,,07/06/2018 13:00,2) Critical,Completed,07/06/2018 13:57,TRUE,000 Days 02 Hrs 07 Mins,000 Days 00 Hrs 37 Mins
22/05/2018 11:59,TRUE,41227,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm have gone out of allignment.,,22/05/2018 12:30,2) Critical,Completed,22/05/2018 12:37,TRUE,000 Days 00 Hrs 31 Mins,000 Days 00 Hrs 11 Mins
17/05/2018 11:23,TRUE,41166,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm has gone out of allignment,,18/05/2018 08:20,2) Critical,Completed,18/05/2018 08:22,TRUE,000 Days 20 Hrs 57 Mins,000 Days 20 Hrs 27 Mins
10/05/2018 15:38,TRUE,41042,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm is out of allignment,,10/05/2018 16:10,2) Critical,Completed,10/05/2018 17:05,TRUE,000 Days 00 Hrs 32 Mins,000 Days 00 Hrs 12 Mins
23/04/2018 09:23,TRUE,40771,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm has gone out of allignment again (have reset and waiting for production run P.B ),,23/04/2018 11:00,2) Critical,Completed,23/04/2018 10:23,TRUE,000 Days 01 Hrs 37 Mins,000 Days 00 Hrs 57 Mins
17/04/2018 11:24,TRUE,40680,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Oil dip arm lost position , reset a couple of times and still not back",,17/04/2018 12:00,2) Critical,Completed,17/04/2018 14:15,TRUE,000 Days 00 Hrs 36 Mins,000 Days 00 Hrs 06 Mins
12/04/2018 08:02,TRUE,40623,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm twisted and out of allignment,,12/04/2018 09:10,2) Critical,Completed,12/04/2018 09:10,TRUE,000 Days 01 Hrs 08 Mins,000 Days 00 Hrs 08 Mins
11/04/2018 10:56,TRUE,40608,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil arm stopped working,,11/04/2018 13:00,2) Critical,Completed,11/04/2018 12:20,TRUE,000 Days 02 Hrs 04 Mins,000 Days 01 Hrs 04 Mins
10/04/2018 07:40,TRUE,40580,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm is out of allignment,,10/04/2018 08:50,2) Critical,Completed,10/04/2018 07:50,TRUE,000 Days 01 Hrs 10 Mins,000 Days 00 Hrs 10 Mins
06/04/2018 10:13,TRUE,40543,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm has gone out of allignment,arm adjusted,06/04/2018 12:30,2) Critical,Completed,06/04/2018 12:24,TRUE,000 Days 01 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
05/04/2018 12:48,TRUE,40524,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil dip arm has stopped working whilst dunking a trap in the oil,New horizontal sensor fitted to oil arm,06/04/2018 09:44,2) Critical,Completed,06/04/2018 08:05,TRUE,000 Days 01 Hrs 38 Mins,000 Days 00 Hrs 00 Mins
26/03/2018 12:07,TRUE,40369,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil dip arm is dunking and placing on pins too quickly . could cause potential damage.,made adjustment,27/03/2018 08:30,2) Critical,Completed,26/03/2018 12:49,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
12/03/2018 11:40,TRUE,40174,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm out of allignment ,,12/03/2018 12:20,2) Critical,Completed,12/03/2018 12:10,TRUE,000 Days 00 Hrs 40 Mins,000 Days 00 Hrs 10 Mins
22/02/2018 09:41,TRUE,39960,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Steam arm out of allignment

Realighned pick and place assy, spot on all good.",,22/02/2018 12:52,2) Critical,Completed,22/02/2018 13:49,TRUE,000 Days 03 Hrs 11 Mins,000 Days 00 Hrs 39 Mins
13/02/2018 15:21,TRUE,39776,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm out of allignment.,,13/02/2018 16:15,2) Critical,Completed,14/02/2018 07:49,TRUE,000 Days 00 Hrs 54 Mins,000 Days 00 Hrs 09 Mins
08/02/2018 08:02,TRUE,39701,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Steam arm out of allignment again. Removed base of assembley to allow fixture to go back in correct possition, checked alighnment - also set the height of the pickup as dropping too low for clamping position - also looking into why the arm is being knocked out of alignment - checking PLC program to see if we can reduce the risk of damage.",,08/02/2018 16:10,2) Critical,Completed,12/02/2018 08:09,TRUE,000 Days 05 Hrs 08 Mins,000 Days 00 Hrs 08 Mins
31/01/2018 10:15,TRUE,39566,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Air decay test station coming up with error message.,"Agreed complete with Chris Owens and/or Graham Thomas. Time, Date and Engineer estimated. (THS)",31/01/2018 14:00,2) Critical,Completed,18/09/2018 08:38,TRUE,000 Days 03 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
30/01/2018 14:08,TRUE,39554,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm allignment issue,made adjustment,01/02/2018 09:30,2) Critical,Completed,01/02/2018 10:19,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
30/01/2018 09:43,TRUE,39547,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",air arm keeps stopping it's self.,Sensors cleanned,30/01/2018 12:10,2) Critical,Completed,30/01/2018 12:09,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
26/01/2018 12:15,TRUE,39505,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm out of allignment,,27/01/2018 07:20,2) Critical,Completed,27/01/2018 07:16,TRUE,000 Days 19 Hrs 05 Mins,000 Days 18 Hrs 45 Mins
22/01/2018 08:10,TRUE,39419,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",allignment issue on air arm,,22/01/2018 09:15,2) Critical,Completed,22/01/2018 08:22,TRUE,000 Days 01 Hrs 05 Mins,000 Days 00 Hrs 05 Mins
19/01/2018 09:41,TRUE,39411,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm has gone out of allignment.,,20/01/2018 07:45,2) Critical,Completed,22/01/2018 12:24,TRUE,000 Days 22 Hrs 04 Mins,000 Days 21 Hrs 19 Mins
12/01/2018 11:04,TRUE,39305,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam arm out of allignment.,,12/01/2018 12:00,2) Critical,Completed,12/01/2018 11:12,TRUE,000 Days 00 Hrs 56 Mins,000 Days 00 Hrs 06 Mins
12/01/2018 08:43,TRUE,39302,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm has stopped working.,,12/01/2018 09:40,2) Critical,Completed,12/01/2018 10:20,TRUE,000 Days 00 Hrs 57 Mins,000 Days 00 Hrs 27 Mins
07/12/2017 16:09,TRUE,38901,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm allinment issue,,07/12/2017 16:40,2) Critical,Completed,07/12/2017 16:37,TRUE,000 Days 00 Hrs 31 Mins,000 Days 00 Hrs 01 Mins
15/11/2017 08:33,TRUE,38575,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm has gone out of allignment.  (HAVE RE-ALIGNED PICK CYLINDER AND CLEANED AND LUBRICATED STEAM TRAP CLAMPS AS WERE STICKING.PB),,15/11/2017 11:30,2) Critical,Completed,15/11/2017 10:27,TRUE,000 Days 02 Hrs 57 Mins,000 Days 01 Hrs 42 Mins
10/11/2017 11:28,TRUE,38510,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",a bolt has come off the rig somewhwere but no idea on the oil dip area.,replaced bolt to service trunking,10/11/2017 11:50,2) Critical,Completed,10/11/2017 13:24,TRUE,000 Days 00 Hrs 20 Mins,000 Days 00 Hrs 00 Mins
08/11/2017 12:13,TRUE,38488,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",oil arm allignment out . Stopped productiona       HAVE MODIFIED 3 PINS. THE PROGRAM NEEDS ADJUSTING WHEN PERSON AVAILABLE ,,09/11/2017 10:00,2) Critical,Completed,08/11/2017 15:16,TRUE,000 Days 21 Hrs 47 Mins,000 Days 02 Hrs 02 Mins
08/11/2017 08:42,TRUE,38481,ATR001(1015)(A09),(PB) Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","oil arm out of allignment , stopped production",,08/11/2017 11:00,2) Critical,Completed,08/11/2017 10:03,TRUE,000 Days 02 Hrs 18 Mins,000 Days 01 Hrs 33 Mins
11/10/2017 08:39,TRUE,38099,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","oil arm out of allignment , catching on oil tank",adjusted,11/10/2017 10:00,2) Critical,Completed,11/10/2017 09:34,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
12/09/2017 09:30,TRUE,37685,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm out of allignment again.,,12/09/2017 10:15,2) Critical,Completed,12/09/2017 10:29,TRUE,000 Days 00 Hrs 45 Mins,000 Days 00 Hrs 15 Mins
11/09/2017 07:48,TRUE,37650,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam arm allignment is out again.,,11/09/2017 08:30,2) Critical,Completed,11/09/2017 08:32,TRUE,000 Days 00 Hrs 42 Mins,000 Days 00 Hrs 12 Mins
04/09/2017 08:04,TRUE,37544,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm out of allignment again,,04/09/2017 08:35,2) Critical,Completed,04/09/2017 08:36,TRUE,000 Days 00 Hrs 31 Mins,000 Days 00 Hrs 06 Mins
24/08/2017 13:38,TRUE,37446,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Steam arm is far out of allignment.

Slackend off fixings and realighned pick and place arm.",,25/08/2017 13:59,2) Critical,Completed,25/08/2017 07:54,TRUE,001 Days 00 Hrs 21 Mins,000 Days 18 Hrs 18 Mins
18/08/2017 09:24,TRUE,37349,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","air leak on oil dip area ,( loud air leak sound)","Air pipe had split on the oil dip pick and place assy, reoved and replaced this damaged section of pipe, all ok.",18/08/2017 12:18,2) Critical,Completed,18/08/2017 12:16,TRUE,000 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
16/08/2017 16:33,TRUE,37314,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Shut off button loose / hanging off

Switch assy broken, removed switch assy and replaced with a previously used unit from maint stores.",,17/08/2017 09:45,1) Health and Safety,Completed,17/08/2017 09:43,TRUE,000 Days 00 Hrs 00 Mins,000 Days 15 Hrs 42 Mins
25/07/2017 10:17,TRUE,36961,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Sensor on convayor not picking up all traps.,,25/07/2017 11:00,2) Critical,Completed,25/07/2017 13:46,TRUE,000 Days 00 Hrs 43 Mins,000 Days 00 Hrs 13 Mins
24/07/2017 10:44,TRUE,36937,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam valve leaking from above the auto testing rig.,,24/07/2017 11:30,1) Health and Safety,Completed,24/07/2017 10:47,TRUE,000 Days 00 Hrs 46 Mins,000 Days 00 Hrs 06 Mins
24/07/2017 07:49,TRUE,36927,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",oil arm keeps losing its position which is slowing down production.,,24/07/2017 09:30,2) Critical,Completed,24/07/2017 09:48,TRUE,000 Days 01 Hrs 41 Mins,000 Days 00 Hrs 11 Mins
21/07/2017 07:32,TRUE,36911,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","no steam feed to rig , valve shut off.",,21/07/2017 09:15,2) Critical,Completed,21/07/2017 07:51,TRUE,000 Days 01 Hrs 43 Mins,000 Days 00 Hrs 28 Mins
17/07/2017 09:02,TRUE,36819,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",sensor on conveyor sending traps too early causing operation to stop.,"Pallet stop after steam test, allows pallets through premature believe this could be caused by a break in vision by this stations track sensor, could be caused by bad pallets of poor sensor stop setup,
Remove all pallets from machine and storage rack and cleaned in parts washer replacing parts that were missing or damaged such as rollers, pallets looke like brand new the problem hasnt been repoerted since.",08/07/2017 11:14,2) Critical,Completed,17/07/2017 13:48,TRUE,001 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
06/07/2017 10:04,TRUE,36692,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm out of allignment.,,06/07/2017 10:45,2) Critical,Completed,06/07/2017 11:00,TRUE,000 Days 00 Hrs 41 Mins,000 Days 00 Hrs 11 Mins
26/06/2017 08:29,TRUE,36494,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",ball cock sticking,CLEANED OUT DEBRIS FROM SEAT AREA,26/06/2017 09:00,2) Critical,Completed,26/06/2017 11:18,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
20/06/2017 11:58,TRUE,36412,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm out of  allignment.,,20/06/2017 13:30,2) Critical,Completed,20/06/2017 12:51,TRUE,000 Days 01 Hrs 32 Mins,000 Days 00 Hrs 32 Mins
12/06/2017 12:07,TRUE,36255,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Air decay unit clamp not retracting fully.,have adjusted and now ok,13/06/2017 08:03,2) Critical,Completed,13/06/2017 07:52,TRUE,000 Days 00 Hrs 18 Mins,000 Days 00 Hrs 00 Mins
06/06/2017 16:05,TRUE,36181,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm out of allignment (URGENT),,06/06/2017 16:30,2) Critical,Completed,07/06/2017 07:49,TRUE,000 Days 00 Hrs 25 Mins,000 Days 00 Hrs 05 Mins
05/06/2017 14:17,TRUE,36154,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",excess condensate drip tray blocked.,have cleaned tank and pipework,06/06/2017 10:00,2) Critical,Completed,06/06/2017 10:18,TRUE,000 Days 00 Hrs 40 Mins,000 Days 00 Hrs 00 Mins
04/04/2017 14:03,TRUE,35338,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Oil arm sensor not working correctly.

The sensor extention cable had coroded through in the junction box at the top of arm assy, also found that the flexible cable carrier had broken free at its top mounting. Discoverd it had been bolted into place under stress, so i made a spacer block to remove this stress, all worked ok after words.",,06/04/2017 08:07,2) Critical,Completed,06/04/2017 07:59,TRUE,000 Days 00 Hrs 00 Mins,000 Days 01 Hrs 27 Mins
09/03/2017 15:11,TRUE,34932,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Oil dip station arm hitting table. Fixings seem to have shifted. This is probably due to slide hammer effect, the arm seems to drop with gravity instead of a controlled lowering.",,10/03/2017 08:30,2) Critical,Completed,10/03/2017 08:03,TRUE,000 Days 17 Hrs 19 Mins,000 Days 16 Hrs 34 Mins
28/02/2017 08:38,TRUE,34805,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",blocked hopper REF Phil,"                                                                                                                                                                                                                                 have cleaned out hpper and flushed pipework

                                                                                                                                                                                                                                                                           
",28/02/2017 12:00,2) Critical,Completed,28/02/2017 10:41,TRUE,000 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
27/02/2017 13:53,TRUE,34791,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",oil arm out of position.,,28/02/2017 15:00,2) Critical,Completed,27/02/2017 14:51,TRUE,001 Days 01 Hrs 07 Mins,001 Days 00 Hrs 07 Mins
09/01/2017 14:12,TRUE,34010,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","steam arm out of allignment ,causing seals to come out under pressure.",,10/01/2017 15:45,2) Critical,Completed,10/01/2017 07:49,TRUE,001 Days 01 Hrs 33 Mins,000 Days 00 Hrs 48 Mins
26/10/2016 10:03,TRUE,33048,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Station two on steam test is leaking from back of fixture (possible o ring).,have fitted new seals 12 x( 15.6x2.4 viton 75 ),26/10/2016 12:00,2) Critical,Completed,26/10/2016 11:00,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
10/10/2016 08:55,TRUE,32781,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Pressure gauge stn 1 not reaching 8 bar . stn 3 leaking valve. drain hopper blocked











drain hopper blocked",,10/10/2016 12:00,2) Critical,Completed,10/10/2016 09:56,TRUE,000 Days 03 Hrs 05 Mins,000 Days 00 Hrs 05 Mins
20/09/2016 10:21,TRUE,32488,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm pick and place out of allignment.,job complete,20/09/2016 12:49,2) Critical,Completed,20/09/2016 10:34,TRUE,000 Days 02 Hrs 14 Mins,000 Days 00 Hrs 00 Mins
12/09/2016 14:15,TRUE,32336,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Station 2 on the steam test is leaking steam fom the back of the clamp.,replaced seals will replace on all stations when o rings arrive,13/09/2016 10:30,2) Critical,Completed,13/09/2016 07:52,TRUE,000 Days 19 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
20/07/2016 17:22,TRUE,31573,ATR001(1015)(A09),ATR001(1015) T/D Auto Assembly Multi Test Rig - 6 - Monthly,North,Assembly Hall,TD,"North,Assembly Hall,TD",,Not Done,09/09/2016 17:00,1) Health and Safety,Not Done,,FALSE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
07/07/2016 11:08,TRUE,31303,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Drip tray near overflowing (blockage),wast discharge hopper was blocked. have cleaned pipework below and hopper,07/07/2016 12:10,2) Critical,Completed,07/07/2016 11:10,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
28/06/2016 14:09,TRUE,31179,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Air Leak on oil arm stopping m/c from working,replaced pipe,28/06/2016 14:00,2) Critical,Completed,28/06/2016 14:12,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
14/06/2016 12:11,TRUE,31008,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Oil arm not picking traps up (possible air leak)
THE NEW SHOES THAT HAD BEEN FITTED WERE FOULING BEFORE TRAP WAS CLAMPDED. HAVE TRIMED TO FIT",,14/06/2016 12:45,2) Critical,Completed,14/06/2016 12:46,TRUE,000 Days 00 Hrs 34 Mins,000 Days 00 Hrs 04 Mins
09/06/2016 10:15,TRUE,30949,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm placing traps in fixtures on angle.,,09/06/2016 15:00,2) Critical,Completed,09/06/2016 13:32,TRUE,000 Days 04 Hrs 45 Mins,000 Days 03 Hrs 15 Mins
23/05/2016 08:48,TRUE,30701,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","conveyor catching on something (juddering) - checked and was running ok, suspect may have been clutch issue - conveyor engineers came in and made adjustments ",,24/05/2016 11:00,2) Critical,Completed,08/07/2016 10:57,TRUE,001 Days 02 Hrs 12 Mins,000 Days 02 Hrs 12 Mins
23/05/2016 08:47,TRUE,30700,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil arm retracting to slowly.,adjusted speed control,23/05/2016 09:30,2) Critical,Completed,23/05/2016 09:31,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
16/05/2016 15:33,TRUE,30608,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Steam arm out of allignment .
HAVE ALLIGNED STEAM ARM AND TIGHTENED. needs adjusting on program for st 1,2,and 3. as is picking up in correct position, but out on stations. Graham T arranging for D H to adjust.",,16/05/2016 16:15,2) Critical,Completed,16/05/2016 16:30,TRUE,000 Days 00 Hrs 42 Mins,000 Days 00 Hrs 12 Mins
13/05/2016 11:15,TRUE,30588,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Traps misplacing on pins again on oil drain trays. - , Y axis Mechanicaly alighned by Phil repositioning done on the drive software - positions on y axis adjusted to suit mechanical positions,17/05/2016 16:28,2) Critical,Completed,16/05/2016 12:58,TRUE,004 Days 05 Hrs 01 Mins,000 Days 00 Hrs 00 Mins
12/05/2016 09:11,TRUE,30560,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil arm catching on placment pin in draining rack.,have adjusted,12/05/2016 10:00,2) Critical,Completed,12/05/2016 10:30,TRUE,000 Days 00 Hrs 45 Mins,000 Days 00 Hrs 00 Mins
10/05/2016 10:38,TRUE,30514,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",OIL ARM MISSPLACING.,,10/05/2016 11:40,2) Critical,Completed,10/05/2016 13:35,TRUE,000 Days 01 Hrs 02 Mins,000 Days 00 Hrs 02 Mins
26/04/2016 15:47,TRUE,30355,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Air decay unit failing 100% traps but traps pass on manual test.
Brass Furness valve was leaking, replaced by GMT.

Replaced valve",,26/04/2016 16:24,2) Critical,Completed,27/04/2016 15:23,TRUE,000 Days 01 Hrs 09 Mins,000 Days 00 Hrs 01 Mins
12/04/2016 12:23,TRUE,30166,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil arm dropping traps into oil tank (possible clamping pressure).,,13/04/2016 15:30,2) Critical,Completed,12/04/2016 13:53,TRUE,001 Days 03 Hrs 07 Mins,000 Days 01 Hrs 07 Mins
11/04/2016 08:32,TRUE,30137,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Oil arm keeps stopping in a set position , stopping production.",,11/04/2016 11:15,2) Critical,Completed,11/04/2016 11:51,TRUE,000 Days 02 Hrs 43 Mins,000 Days 01 Hrs 43 Mins
04/04/2016 09:29,TRUE,30042,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Conveyor belt jamming.,Cover cleaned out ant seal strip fitted back down,04/04/2016 15:41,2) Critical,Completed,04/04/2016 14:23,TRUE,000 Days 03 Hrs 23 Mins,000 Days 00 Hrs 00 Mins
01/04/2016 07:58,TRUE,30022,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",air and steam arms keep freezing in position.,"Agreed Complete with Graham Thomas. Time and Date estimated. (THS 7,7,16)",01/04/2016 10:30,2) Critical,Completed,07/07/2016 17:03,TRUE,000 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
17/03/2016 08:21,TRUE,29861,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm out of allignment .,"Agreed complete with Graham Thomas. Time, Date and Engineer estimated (THS, 8,7,16)",17/03/2016 11:00,2) Critical,Completed,07/07/2016 17:15,TRUE,000 Days 02 Hrs 15 Mins,000 Days 00 Hrs 00 Mins
10/02/2016 10:40,TRUE,29359,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Steam arm out of position , not finding home position.",,10/02/2016 12:00,2) Critical,Completed,15/03/2016 16:29,TRUE,000 Days 01 Hrs 20 Mins,000 Days 00 Hrs 20 Mins
26/01/2016 08:38,TRUE,29114,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil arm slowing down again and loosing grip of traps.,"have lubricated cylinder and made adjustments,",26/01/2016 10:30,2) Critical,Completed,26/01/2016 09:50,TRUE,000 Days 01 Hrs 45 Mins,000 Days 00 Hrs 00 Mins
03/12/2015 20:34,TRUE,28565,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam arm out of position needs adjusting Arm reset repositioned,,04/12/2015 01:00,4) As Soon As Practical,Completed,03/12/2015 23:56,TRUE,000 Days 04 Hrs 26 Mins,000 Days 02 Hrs 11 Mins
